-2.5334,0.08982
-1.8186,-0.12552
-2.803,0.3223
-2.4349,0.10536
-3.0241,0.28677
-2.2482,0.49461
-2.0942,0.29735
-2.8658,-0.15191
-2.3608,-0.35557
-2.0056,-0.21678
-2.0531,0.28392
-2.5228,0.15937
-2.8608,0.084431
-2.6754,0.45637
-2.5219,0.12616
-1.9034,0.17369
-2.6574,-0.52686
-2.646,1.099
-2.7906,-0.00085686
-2.2075,0.099114
-2.9101,0.22639
-2.3476,-0.34379
-2.747,-0.062069
-2.495,-0.42385
-2.3778,0.63272
14.71,-2.1527
-2.9123,-0.050401
-1.7552,-0.069379
-2.301,-0.52262
-2.5978,-0.17389
-2.2095,-0.50936
-1.961,-0.4144
-2.438,-0.16724
-2.4178,0.23538
-2.97,-0.26458
-2.7424,0.0095792
-2.4477,0.51991
-2.2646,-0.29634
-2.7868,-0.27212
-2.9475,-0.10042
9.7287,8.3434
-2.7843,-0.10957
-2.661,0.3294
-2.7528,-0.69775
-2.2781,0.47484
-2.0942,0.29735
-2.4828,0.70608
-2.1484,0.15664
-1.3423,0.14264
-2.9399,-0.1633
-2.1129,0.085557
-2.5102,-0.045359
-2.0531,0.28392
-1.9291,0.12887
-2.7645,-0.11218
10.041,10.207
-2.7031,0.26027
-2.9286,0.20228
-1.6839,-0.15034
13.283,-4.8572
-2.5807,-0.055317
-2.6467,-0.25592
-2.5517,0.2651
-2.9839,0.31437
-2.9787,1.2402
-2.6245,-0.27848
-2.3901,0.40124
-2.1801,0.15223
-2.6208,0.11051
13.263,-4.5036
-2.8028,0.091012
-2.5238,0.10795
-2.5442,0.3557
-2.7471,-0.24629
-2.6828,0.36699
-2.3737,0.035618
-3.0427,-0.18664
-3.1063,0.003455
12.273,-4.9713
-2.7246,-0.1423
-2.7844,0.028469
-2.8757,-0.014122
-2.6448,0.45246
-2.2806,0.19696
-2.7698,-0.16331
-2.5187,0.60859
1.3601,-0.28151
11.037,12.19
14.655,-2.0388
-2.5933,0.2565
-2.4671,-0.26795
-3.1458,-0.40373
-2.8381,0.0039712
-1.6718,-0.21754
-2.5008,0.066601
-2.7563,0.17878
-2.8714,-0.2804
-2.8565,0.29397
-2.7219,0.024941
-2.4273,0.049081
-2.2075,0.099114
-2.8093,-0.16089
-2.62,0.28394
8.1915,-5.6128
-2.4896,-0.33923
-1.868,-0.47938
10.938,6.2066
-2.2374,0.038469
-2.5438,-0.54243
-2.9119,0.027918
-2.2776,-0.35174
-3.0137,0.27696
-2.8391,-0.06155
-2.7005,0.25939
12.907,-4.89
-2.5338,0.16218
-2.62,0.28394
7.555,5.4511
10.045,-4.9981
-2.7553,0.00052002
2.2642,-3.4118
-2.7204,0.035037
-1.2855,-0.042428
-2.8439,-0.044871
-2.5356,0.006625
2.1654,-3.2529
-2.7608,0.19783
-2.6745,0.26731
-3.0372,-0.20026
-2.8155,-0.049234
-2.9976,-0.35271
9.6474,9.7092
13.418,-3.8101
-2.6998,0.17978
-2.4508,0.62909
13.416,-4.059
-2.7054,0.50787
-2.4314,0.11859
-2.6726,-0.37324
-1.3581,0.57308
-2.2458,0.015265
-2.8517,-0.16977
-2.1421,0.88562
-2.6603,0.85255
-2.5353,-0.16372
-2.0331,0.6881
-2.3608,-0.35557
14.097,3.5605
-2.772,-0.17191
-2.7097,0.031666
-2.858,0.14169
-2.7005,0.25939
-2.9546,-0.26295
-2.7852,-0.066456
-1.8852,-0.31156
-2.4012,0.23267
-2.5199,-0.44375
-2.5584,0.092737
-2.5807,-0.055317
-2.6909,0.085753
-2.2145,-0.42501
-2.3701,0.37196
-2.3042,0.16828
-2.602,0.16928
-2.5205,0.022213
-2.6198,0.41666
-2.8706,-0.26175
-2.4025,0.050824
-1.7595,0.0070928
-2.6851,0.35244
-2.6429,-0.39542
-2.6837,0.37226
-2.2679,-0.66595
-2.2892,0.28588
-2.9097,-0.027715
-2.7352,-0.46615
13.11,-4.9761
-2.5344,0.059421
-2.6912,-0.25682
-1.7056,0.71669
-2.9399,-0.045007
-3.0521,-0.32111
14.561,0.25991
-2.5849,0.33271
-2.3998,-0.36117
-2.6297,0.28707
-2.6734,-0.34613
-2.1782,0.61261
-2.9546,-0.26295
15.553,-1.1676
-2.6943,-0.048882
-2.5601,0.37446
-1.5063,-0.71243
-2.5532,-0.2566
-2.7157,-0.090175
10.395,9.561
-2.3487,0.083836
10.586,11.285
12.219,-4.6335
-2.9524,-0.20333
-2.4497,-0.52933
-2.5283,0.78176
13.113,-4.481
-2.8094,-0.063254
-2.8523,-0.053022
-2.9869,0.14815
-2.7249,0.14559
-2.8257,-0.21519
-1.8041,0.13017
-2.0608,-0.024679
-2.5943,-0.30271
-2.8224,0.45569
-2.5807,-0.055317
-2.9592,-0.21798
12.665,-4.9934
-2.4427,0.25556
-2.3998,-0.36117
-3.0581,-0.13833
-2.3345,0.32834
10.083,9.2432
-2.6916,0.041035
-2.2933,-0.1987
15.579,-0.50242
-1.4013,0.93194
12.975,-4.7834
12.916,-4.5496
-2.5529,0.073341
2.4462,-3.0209
-2.6759,0.0026425
-2.5474,0.065535
-2.2446,0.12905
-1.8775,-0.24586
-2.6874,-0.24626
-2.36,0.52003
-2.5366,-0.29089
-2.2432,0.37363
-2.6975,-0.31142
-1.4661,0.56647
-2.4547,-0.6138
-2.3904,0.53287
-2.4263,0.18465
-2.212,0.031169
-2.5655,0.43805
-2.8262,-0.31448
13.008,-3.7914
13.116,-4.608
-2.5941,-0.2544
-2.5685,0.5152
-2.3204,-0.40476
-2.7343,0.20558
15.081,-1.7856
12.643,-4.89
8.7495,-6.0913
-2.5251,-0.020241
-2.2781,0.47484
-2.0109,-0.20414
6.4252,-5.4305
-2.8488,0.05747
-2.5831,0.3683
-1.9915,-0.34875
-2.171,-0.19997
-2.4801,0.072075
-2.2423,-0.30104
-2.4145,0.091
-2.036,-0.297
-2.6127,0.10282
-2.8954,-0.21539
13.257,-4.1474
9.2162,7.7135
-2.5174,-0.06576
2.3764,-2.8454
-2.5996,0.27772
-2.7076,0.17239
-2.2892,-0.36719
-2.6359,-0.2881
10.908,10.265
-2.7889,-0.062445
-2.3587,-0.073963
-2.0182,0.3071
-2.9257,-0.051712
-2.654,0.5054
-2.9433,0.041689
12.83,-4.5172
-2.6147,0.17778
-2.8126,0.027464
-2.5685,0.5152
-2.6801,-0.049941
-2.8025,0.049754
-3.0979,-0.019824
11.876,-4.7809
9.0267,4.5705
-3.0477,0.028239
-1.2855,-0.042428
9.383,7.2409
-2.8426,0.27446
-2.9658,-0.26051
-2.5062,-0.16377
13.116,-4.608
-2.8925,-0.019651
13.175,-4.0612
-1.7831,-0.16753
-2.3624,0.37782
-2.9586,0.0021681
-2.0389,0.70618
-2.7446,0.10736
-2.4736,-0.19793
-1.9276,0.30978
-2.6645,-0.17738
4.958,-4.3834
-2.917,-0.28045
13.413,-4.001
-2.9525,-0.17987
-1.7433,0.66816
-0.97149,0.39786
-2.4484,-0.20553
6.0137,-4.9662
-1.8952,-0.10997
-2.7005,0.25939
1.0058,0.062095
-3.0097,-0.2953
-2.9475,-0.10042
-2.8295,-0.3688
-2.741,-0.091804
-2.3892,0.11332
-2.6958,0.46595
-3.1455,-0.25941
-2.3538,0.39158
-2.6197,-0.024681
-2.5601,0.37446
-2.9473,-0.12192
-1.4783,0.29018
-2.0254,0.52856
-2.6909,-0.32397
-2.6336,-0.18049
-2.3624,0.37782
-2.6322,0.046657
7.8598,-5.4917
-1.8952,-0.10997
-1.4661,0.56647
15.674,-0.030392
-2.5333,0.25092
10.428,11.747
-2.3892,0.11332
-2.9419,-0.081292
-2.3943,0.44553
-2.8608,0.084431
-2.6034,0.90163
-2.3026,0.51816
-2.7113,-0.23996
-2.4721,-0.070762
-2.4382,0.16913
-2.0275,0.097273
-2.1279,0.64414
-2.1998,-0.37819
-2.8857,-0.14673
-2.905,0.042831
-2.2433,-0.2905
-1.8738,0.52713
14.655,-2.0388
-2.7469,-0.027387
-2.7911,0.25189
-2.3837,0.44256
-2.3432,-0.53706
-2.0529,-0.0165
-2.8318,0.43541
-2.9086,-0.033147
-2.3747,0.14199
-2.4145,0.091
-1.9941,-0.22428
-2.6508,0.26623
-2.9158,-0.31279
-2.4318,-0.24226
-2.8295,-0.3688
-2.6532,0.016741
10.713,13.019
-2.4711,0.59611
8.0549,4.4932
-2.6895,0.078257
-2.6467,-0.25592
-2.6488,-0.29264
12.001,-4.5666
-2.1176,-0.057227
-2.5911,0.41098
-2.0231,0.041894
9.7204,8.722
-2.6746,-0.37989
-2.5212,0.079937
-2.4382,0.16913
-2.416,0.24653
-2.7749,0.27963
-1.8495,0.48117
-2.6177,-0.35725
-2.918,-0.33696
14.911,-1.5047
-2.8313,0.5608
-2.3829,0.0050485
-2.5199,-0.44375
-2.9311,0.098475
-2.6466,-0.059904
-2.7309,0.32877
7.8598,-5.4917
9.2618,7.6432
-2.7553,0.00052002
-2.4404,0.63091
-2.5461,-0.11266
-2.1903,-0.26075
-2.543,-0.46841
-2.52,0.42757
-2.8494,-0.5484
-2.5196,0.060098
-2.4025,0.050824
9.529,7.7354
-2.8786,-0.14836
-2.6604,-0.013351
-2.4282,-0.13273
-2.1087,-0.15508
4.778,-4.9188
-2.7375,-0.052121
-2.905,0.042831
-2.1783,0.10247
-2.2674,0.0029358
-2.4738,0.078266
7.4881,5.3967
-2.446,0.38914
-2.2174,-0.27258
0.44793,-1.423
-2.653,0.59572
13.663,-4.2019
-2.5474,-0.33295
10.478,11.792
-2.3532,0.14097
-2.9475,-0.10042
-2.1428,0.042894
-2.1692,0.14228
1.2291,5.0837
-2.2233,0.48514
-1.5634,-0.050689
-2.3599,0.28395
8.4431,5.962
-2.7474,-0.047427
-2.104,0.36679
-2.6228,-0.16918
-2.1485,0.32983
-1.9666,1.9649
-2.8138,-0.22239
12.516,-4.3635
-2.862,0.33709
-2.5228,0.15937
-2.4671,0.49892
-2.7061,0.48136
-2.6771,-0.46339
-2.0182,0.3071
-2.2813,-0.50153
-2.7855,0.37481
2.8295,-3.6528
-2.0631,0.8938
-2.5199,-0.44375
-2.2446,0.12905
-2.3195,0.55023
-2.4745,-0.37769
2.5187,-3.7114
-2.5338,0.16218
-2.1845,0.25181
-1.9817,-0.54566
13.549,-4.1697
13.283,-4.8572
-1.8466,0.80967
-2.2982,-0.16132
-2.752,-0.1073
-2.6379,0.072024
-2.9531,-0.0014205
-2.1199,-0.12004
9.5362,8.0221
-2.9355,-0.23511
-1.6887,-0.29838
-1.7433,0.66816
-1.616,0.10184
-2.631,-0.066503
-2.5461,-0.11266
-2.104,-0.4001
-2.9629,0.0073225
-2.3727,-0.0010785
-3.0266,-0.25611
-1.4783,0.29018
-2.3383,0.026594
-3.0476,0.11933
-2.2864,-0.16205
-2.343,0.58941
-2.8495,-0.011254
-2.1917,0.36241
-2.4389,0.45509
13.001,-4.6912
-1.7672,-0.23366
-2.7333,-0.2359
7.8598,-5.4917
13.392,-4.1426
-2.4084,-0.48439
5.4658,-4.8672
-2.5008,0.066601
-2.5555,0.20526
-2.4828,0.70608
-2.6308,-0.10012
9.2995,9.8679
-1.3947,0.71039
-1.9073,0.37007
-2.9458,0.16997
-2.7738,-0.43965
-2.7748,0.09047
-2.6686,0.023829
-2.0331,0.6881
-2.1305,-0.086461
-2.0641,-0.06875
8.3925,5.749
-2.2883,0.081135
-2.8381,0.0039712
10.231,9.4948
-2.1469,-0.094468
-2.7539,-0.24606
-2.0441,0.61097
-2.3916,-0.097463
-2.6075,0.26497
-2.6715,-0.091231
-1.6726,0.12326
-2.6492,0.43834
-2.5354,0.18504
1.5071,-2.7751
-2.5876,0.22165
-2.0488,0.11316
-2.5985,0.030901
-2.9458,0.16997
-2.8136,-0.048387
13.298,-4.5439
-3.1853,-0.070874
-2.8357,0.2375
-2.4416,-0.27626
-3.0937,-0.13454
-2.8123,0.0448
-2.6448,0.45246
-2.1307,0.5269
-1.7433,0.66816
-2.5188,-0.24095
-2.931,-0.032391
-2.3901,0.40124
-2.4613,-0.68303
-2.0164,0.50441
-2.4941,-0.047987
-2.236,1.1577
-2.2679,-0.66595
-2.2376,-0.66522
-2.9524,-0.14883
-2.4138,0.54242
10.805,11.551
-2.3828,-0.33415
-2.7684,0.26403
-2.6228,-0.16918
-2.9693,-0.099009
-2.7785,0.29406
-2.7852,-0.079465
-2.2527,-0.21784
-2.0124,-0.069896
-2.6903,-0.046976
-1.9941,-0.20532
-2.9839,-0.027089
-2.4327,0.1697
-1.5155,0.091512
-2.4727,0.36982
-2.2745,-0.023466
-2.6639,0.018639
-1.7724,-0.055523
10.494,11.453
-2.3453,-0.0028958
-1.3947,0.71039
-2.9097,-0.027715
10.151,8.8953
-2.705,0.17067
-2.104,0.36679
-2.0347,-0.52658
13.41,-3.3972
-3.0342,-0.094929
-2.5893,-0.043817
-2.0404,-0.55242
-2.6943,0.10821
-2.6566,0.31626
-2.7599,-0.27856
5.086,-4.9765
9.9955,8.97
8.7055,7.683
-2.8847,0.030571
-2.554,-0.47736
-2.571,0.59686
-2.6167,-0.16158
-2.7223,-0.23019
-2.938,0.22641
-2.239,-0.50159
